DATE,Block,Plot,Transect,Canopy,First Foliar,Second Foliar,Third Foliar,Basal
2015,1,UN,1,NC,,,,S
2015,1,UN,1,BRRU,,,,L
2015,1,UN,1,NC,,,,BT
2015,1,UN,1,SCAR,DEPI,,,S
2015,1,UN,1,NC,,,,S
2015,1,UN,1,BRRU,,,,L
2015,1,UN,1,BRRU,KRAME,,,S
2015,1,UN,1,BRRU,,,,L
2015,1,UN,1,NC,,,,S
2015,1,UN,1,LATR,,,,S
2015,1,UN,1,SCAR,,,,S
2015,1,UN,1,DS,,,,S
2015,1,UN,1,SCAR,,,,S
2015,1,UN,1,SCAR,,,,S
2015,1,UN,1,ERCI,,,,S
2015,1,UN,1,NC,,,,R
2015,1,UN,1,NC,,,,R
2015,1,UN,1,NC,,,,R
2015,1,UN,1,NC,,,,R
2015,1,UN,1,NC,,,,S
2015,1,UN,1,NC,,,,S
2015,1,UN,1,NC,,,,S
2015,1,UN,1,SCAR,,,,S
2015,1,UN,1,DEPI,ERCI,,,S
2015,1,UN,1,SCAR,,,,S
2015,1,UN,1,DEPI,SCAR,,,L
2015,1,UN,1,BRRU,DEPI,SCAR,,S
2015,1,UN,1,NC,,,,R
2015,1,UN,1,SCAR,,,,S
2015,1,UN,1,SCAR,,,,S
2015,1,UN,1,SCAR,,,,S
2015,1,UN,1,BRRU,,,,L
2015,3,BS,4,DEPI,SCAR,,,S
2015,3,BS,4,NC,,,,S
2015,3,BS,4,DEPI,,,,S
2015,3,BS,4,DEPI,SCAR,,,R
2015,3,BS,4,NC,,,,S
2015,3,BS,4,DEPI,,,,S
2015,3,BS,4,NC,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,DEPI,,,S
2015,3,BS,4,DEPI,SCAR,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,ASNU,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,NC,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,DEPI,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,NC,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,NC,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,R
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,NC,,,,S
2015,3,BS,4,NC,,,,S
2015,3,BS,4,NC,,,,S
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,NC,,,,SCAR
2015,3,BS,4,SCAR,,,,S
2015,3,BS,4,NC,,,,S
2015,3,BN,?,NC,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,BRRU,SCAR,,,S
2015,3,BN,?,BRRU,,,,S
2015,3,BN,?,BRRU,,,,R
2015,3,BN,?,BRRU,,,,S
2015,3,BN,?,BRRU,SCAR,,,S
2015,3,BN,?,SCAR,DEPI,,,L
2015,3,BN,?,NC,,,,S
2015,3,BN,?,BRRU,,,,S
2015,3,BN,?,DEPI,,,,S
2015,3,BN,?,BRRU,SCAR,,,R
2015,3,BN,?,NC,,,,S
2015,3,BN,?,SCAR,,,,R
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,SCAR,,,,L
2015,3,BN,?,NC,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,DEPI,SCAR,,,S
2015,3,BN,?,BRRU,SCAR,,,S
2015,3,BN,?,BRRU,SCAR,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,SCAR,,,,R
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,BRRU,SCAR,,,S
2015,3,BN,?,BRRU,,,,S
2015,3,BN,?,NC,,,,S
2015,3,BN,?,BRRU,SCAR,DEPI,,S
2015,3,BN,?,BRRU,,,,R
2015,3,BN,?,NC,,,,S
2015,3,BN,?,ERCI,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,DS,,,,S
2015,3,BN,?,NC,,,,S
2015,3,BN,?,NC,,,,S
2015,3,BN,?,NC,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,NC,,,,S
2015,3,BN,?,SCAR,,,,S
2015,3,BN,?,NC,,,,S
2015,3,BN,?,SCAR,,,,S
2015,2,UN,1,AMDU,,,,L
2015,2,UN,1,KRAME,SCAR,,,L
2015,2,UN,1,SCAR,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,LATR,,,,L
2015,2,UN,1,SCAR,,,,L
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,SCAR,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,DEPI,,,,S
2015,2,UN,1,SCAR,,,,S
2015,2,UN,1,LATR,,,,S
2015,2,UN,1,LATR,BRRU,,,S
2015,2,UN,1,BRRU,,,,L
2015,2,UN,1,SCAR,,,,S
2015,2,UN,1,UNK2,BRRU,,,L
2015,2,UN,1,BRRU,SCAR,,,S
2015,2,UN,1,BRRU,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,DEPI,,,,S
2015,2,UN,1,SCAR,,,,S
2015,2,UN,1,KRAME,SCAR,DEPI,,S
2015,2,UN,1,KRAME,BRRU,,,L
2015,2,UN,1,BRRU,,,,S
2015,2,UN,1,SCAR,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,R
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,BRRU,,,,L
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,SCAR,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,NC,,,,S
2015,2,UN,1,KRAME,,,,S
2015,2,UN,1,BRRU,KRAME,,,S
2015,2,UN,1,BRRU,,,,S
2015,2,UN,1,KRAME,,,,S
2015,5,BN,2,NC,,,,L
2015,5,BN,2,NC,,,,R
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,SCAR,,,,L
2015,5,BN,2,NC,,,,S
2015,5,BN,2,DEPI,,,,R
2015,5,BN,2,SCAR,,,,R
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,YUBR,SCAR,,,R
2015,5,BN,2,YUBR,SCAR,,,S
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,NC,,,,R
2015,5,BN,2,NC,,,,S
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,KRAME,SCAR,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,NC,,,,R
2015,5,BN,2,NC,,,,R
2015,5,BN,2,NC,,,,S
2015,5,BN,2,NC,,,,DS
2015,5,BN,2,DS,,,,S
2015,5,BN,2,NC,,,,S
2015,5,BN,2,CORA,,,,L
2015,5,BN,2,SCAR,,,,R
2015,5,BN,2,NC,,,,R
2015,5,BN,2,NC,,,,R
2015,5,BN,2,DEPI,SCAR,,,S
2015,5,BN,2,D,,,,S
2015,5,BN,2,SCAR,,,,S
2015,5,BN,2,SCAR,,,,R
2015,5,BN,2,ASNU,,,,R
2015,5,BN,2,ASNU,,,,R
2015,4,US,2,NC,,,,R
2015,4,US,2,SCAR,,,,S
2015,4,US,2,NC,,,,R
2015,4,US,2,NC,,,,R
2015,4,US,2,SCAR,,,,R
2015,4,US,2,NC,,,,S
2015,4,US,2,NC,,,,S
2015,4,US,2,NC,,,,SCAR
2015,4,US,2,LATR,,,,S
2015,4,US,2,SCAR,,,,S
2015,4,US,2,SCAR,,,,R
2015,4,US,2,SCAR,,,,S
2015,4,US,2,SCAR,,,,S
2015,4,US,2,NC,,,,S
2015,4,US,2,NC,,,,S
2015,4,US,2,CORA,,,,S
2015,4,US,2,SCAR,,,,S
2015,4,US,2,NC,,,,S
2015,4,US,2,CORA,,,,L
2015,4,US,2,BRRU,,,,S
2015,4,US,2,YUBR,SCAR,,,R
2015,4,US,2,NC,,,,L
2015,4,US,2,SCAR,,,,S
2015,4,US,2,NC,,,,R
2015,4,US,2,NC,,,,S
2015,4,US,2,SCAR,,,,S
2015,4,US,2,NC,,,,L
2015,4,US,2,SCAR,,,,S
2015,4,US,2,SCAR,,,,R
2015,4,US,2,SCAR,,,,S
2015,4,US,2,SCAR,,,,S
2015,4,US,2,SCAR,,,,S
2015,4,US,2,NC,,,,S
2015,4,US,2,SCAR,,,,S
2015,4,US,2,KRAME,,,,L
2015,4,US,2,BRRU,,,,S
2015,4,US,2,NC,,,,S
2015,4,US,2,NC,,,,R
2015,4,US,2,SCAR,,,,R
2015,4,US,2,NC,,,,S
2015,4,US,2,CORA,BRRU,,,L
2015,4,US,2,NC,,,,S
2015,4,US,2,SCAR,,,,S
2015,4,US,2,NC,,,,SCAR
2015,4,US,2,SCAR,,,,R
2015,4,US,2,LATR,,,,S
2015,4,UN,2,ASNU,,,,S
2015,4,UN,2,CORA,,,,S
2015,4,UN,2,CORA,,,,S
2015,4,UN,2,DS,,,,R
2015,4,UN,2,NC,,,,R
2015,4,UN,2,NC,,,,S
2015,4,UN,2,SCAR,,,,S
2015,4,UN,2,NC,,,,S
2015,4,UN,2,SCAR,,,,S
2015,4,UN,2,NC,,,,S
2015,4,UN,2,CORA,BRRU,,,L
2015,4,UN,2,NC,,,,S
2015,4,UN,2,CORA,,,,R
2015,4,UN,2,CORA,,,,L
2015,4,UN,2,NC,,,,R
2015,4,UN,2,SCAR,,,,S
2015,4,UN,2,ASNU,,,,S
2015,4,UN,2,SCAR,,,,S
2015,4,UN,2,NC,,,,R
2015,4,UN,2,NC,,,,R
2015,4,UN,2,NC,,,,S
2015,4,UN,2,KRAMG,BRRU,,,S
2015,4,UN,2,SCAR,,,,L
2015,4,UN,2,NC,,,,S
2015,4,UN,2,NC,,,,S
2015,4,UN,2,NC,,,,S
2015,4,UN,2,NC,,,,S
2015,4,UN,2,ASNU,,,,S
2015,4,UN,2,SCAR,,,,S
2015,4,UN,2,NC,,,,S
2015,4,UN,2,SCAR,,,,S
2015,4,UN,2,NC,,,,L
2015,4,UN,2,ASNU,,,,S
2015,4,UN,2,NC,,,,S
2015,4,UN,2,NC,,,,S
2015,4,UN,2,NC,,,,L
2015,4,UN,2,YUBR,,,,S
2015,4,UN,2,YUBR,,,,S
2015,4,UN,2,YUBR,,,,S
2015,4,UN,2,NC,,,,S
2015,4,UN,2,ASNU,,,,S
2015,4,UN,2,KRAME,,,,S
2015,4,UN,2,SCAR,,,,S
2015,4,UN,2,SCAR,,,,S
2015,4,UN,2,SCAR,,,,S
2015,4,UN,2,KRAME,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,NC,,,,R
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,DS,BRRU,SCAR,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,ASTRA,,,,L
2015,4,BS,4,SCAR,,,,R
2015,4,BS,4,NC,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,SCAR,,,,R
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,NC,,,,R
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,NC,,,,R
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,YUBR,,,,S
2015,4,BS,4,YUBR,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,ASNU,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,NC,,,,R
2015,4,BS,4,NC,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,4,NC,,,,R
2015,4,BS,4,DS,,,,S
2015,4,BS,4,SCAR,,,,S
2015,4,BS,4,NC,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,NC,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,NC,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,R
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,NC,,,,S
2015,4,BS,3,NC,,,,R
2015,4,BS,3,ERCI,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,R
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,NC,,,,S
2015,4,BS,3,NC,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,DS,SCAR,,,R
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,R
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,NC,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,BRRU,,,,S
2015,4,BS,3,LATR,,,,L
2015,4,BS,3,NC,,,,S
2015,4,BS,3,NC,,,,R
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,NC,,,,R
2015,4,BS,3,NC,,,,R
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,NC,,,,S
2015,4,BS,3,SCAR,,,,S
2015,4,BS,3,SCAR,,,,S
2015,3,UN,4,SCAR,,,,SS
2015,3,UN,4,SCAR,,,,S
2015,3,UN,4,BRRU,DEPI,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,SCAR,,,,S
2015,3,UN,4,SCAR,,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,CORA,BRRU,,,SS
2015,3,UN,4,CORA,SCAR,,,S
2015,3,UN,4,SCAR,,,,S
2015,3,UN,4,SCAR,,,,R
2015,3,UN,4,SCAR,,,,R
2015,3,UN,4,NC,,,,S
2015,3,UN,4,SCAR,,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,SCAR,ASNU,,,S
2015,3,UN,4,DS,,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,BRRU,,,,L
2015,3,UN,4,LATR,BRRU,,,L
2015,3,UN,4,LATR,,,,S
2015,3,UN,4,AMDU,BRRU,,,S
2015,3,UN,4,AMDU,,,,S
2015,3,UN,4,CORA,,,,S
2015,3,UN,4,CORA,,,,S
2015,3,UN,4,THMO,BRRU,,,R
2015,3,UN,4,THMO,,,,L
2015,3,UN,4,NC,,,,R
2015,3,UN,4,NC,,,,S
2015,3,UN,4,NC,,,,R
2015,3,UN,4,BRRU,,,,S
2015,3,UN,4,DS,BRRU,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,DEPI,BRRU,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,NC,,,,S
2015,3,UN,4,ASNU,,,,S
2015,3,UN,4,NC,,,,R
2015,3,UN,4,DS,BRRU,,,R
2015,3,UN,4,NC,,,,R
2015,3,UN,4,NC,,,,S
2015,3,UN,4,AMDU,BRRU,,,L
2015,3,US,3,SCAR,,,,S
2015,3,US,3,NC,,,,S
2015,3,US,3,DEPI,SCAR,,,S
2015,3,US,3,DEPI,,,,S
2015,3,US,3,NC,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,DS,,,,S
2015,3,US,3,NC,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,R
2015,3,US,3,NC,,,,S
2015,3,US,3,NC,,,,S
2015,3,US,3,LATR,,,,S
2015,3,US,3,LATR,UNKNOWN SHRUB,,,L
2015,3,US,3,LATR,UNKNOWN MUSTARD,,,L
2015,3,US,3,LATR,SCAR,,,S
2015,3,US,3,LATR,SCAR,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,R
2015,3,US,3,NC,,,,S
2015,3,US,3,SCAR,,,,L
2015,3,US,3,LATR,SCAR,,,S
2015,3,US,3,SCAR,,,,L
2015,3,US,3,NC,,,,L
2015,3,US,3,NC,,,,S
2015,3,US,3,NC,,,,SCAR
2015,3,US,3,NC,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,NC,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,R
2015,3,US,3,SCAR,,,,S
2015,3,US,3,NC,,,,S
2015,3,US,3,NC,,,,S
2015,3,US,3,LATR,SCAR,,,S
2015,3,US,3,LATR,DEPI,SCAR,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,SCAR,,,,S
2015,3,US,3,NC,,,,S
2015,3,US,3,SCAR,,,,S
2015,4,US,3,NC,,,,S
2015,4,US,3,NC,,,,R
2015,4,US,3,NC,,,,R
2015,4,US,3,ERCI,,,,S
2015,4,US,3,NC,,,,S
2015,4,US,3,NC,,,,T
2015,4,US,3,ASNU,,,,L
2015,4,US,3,SCAR,,,,S
2015,4,US,3,THMO,,,,S
2015,4,US,3,ALAL,SCAR,,,S
2015,4,US,3,DS,,,,S
2015,4,US,3,SCAR,,,,S
2015,4,US,3,NC,,,,R
2015,4,US,3,SCAR,,,,R
2015,4,US,3,SCAR,,,,R
2015,4,US,3,SCAR,,,,S
2015,4,US,3,NC,,,,R
2015,4,US,3,SCAR,,,,S
2015,4,US,3,SCAR,,,,S
2015,4,US,3,SCAR,,,,S
2015,4,US,3,NC,,,,R
2015,4,US,3,NC,,,,S
2015,4,US,3,NC,,,,S
2015,4,US,3,SCAR,,,,S
2015,4,US,3,SCAR,,,,S
2015,4,US,3,AMDU,BRRU,,,S
2015,4,US,3,AMDU,,,,S
2015,4,US,3,NC,,,,R
2015,4,US,3,NC,,,,S
2015,4,US,3,NC,,,,S
2015,4,US,3,NC,,,,S
2015,4,US,3,NC,,,,S
2015,4,US,3,SCAR,,,,S
2015,4,US,3,CORA,,,,S
2015,4,US,3,NC,,,,R
2015,4,US,3,SCAR,,,,S
2015,4,US,3,SCAR,,,,S
2015,4,US,3,UNKNOWN SHRUB 2,BRRU,,,L
2015,4,US,3,BRRU,,,,S
2015,4,US,3,SCAR,,,,S
2015,4,US,3,NC,,,,S
2015,4,US,3,UNKNOWN SHRUB 1,,,,S
2015,4,US,3,UNKNOWN SHRUB 1,,,,S
2015,4,US,3,UNKNOWN SHRUB 1,,,,S
2015,4,US,3,UNKNOWN SHRUB 1,,,,R
2015,4,US,3,SCAR,,,,R
2015,5,BS,1,SCAR,,,,R
2015,5,BS,1,SCAR,ASNU,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,DS,SCAR,,,S
2015,5,BS,1,NC,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,R
2015,5,BS,1,NC,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,LATR,SCAR,,,S
2015,5,BS,1,LATR,SCAR,,,S
2015,5,BS,1,NC,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,R
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,R
2015,5,BS,1,NC,,,,S
2015,5,BS,1,SCAR,,,,R
2015,5,BS,1,NC,,,,L
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,R
2015,5,BS,1,NC,,,,S
2015,5,BS,1,SCAR,,,,R
2015,5,BS,1,SCAR,,,,R
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,NC,,,,S
2015,5,BS,1,NC,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,ASNU,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,SCAR,,,,S
2015,5,BS,1,NC,,,,L
2015,5,BS,1,NC,,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,NC,,,,S
2015,5,US,1,NC,,,,R
2015,5,US,1,NC,,,,S
2015,5,US,1,BRRU,,,,R
2015,5,US,1,YUBR,,,,S
2015,5,US,1,YUBR,,,,S
2015,5,US,1,AMDU,,,,L
2015,5,US,1,YUBR,,,,S
2015,5,US,1,YUBR,CORA,SCAR,,S
2015,5,US,1,YUBR,CORA,SCAR,,S
2015,5,US,1,YUBR,CORA,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,NC,,,,S
2015,5,US,1,NC,,,,R
2015,5,US,1,NC,,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,NC,,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,NC,,,,S
2015,5,US,1,NC,,,,S
2015,5,US,1,NC,,,,S
2015,5,US,1,CORA,,,,S
2015,5,US,1,BRRU,,,,L
2015,5,US,1,THMO,,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,CORA,SCAR,,,L
2015,5,US,1,CORA,,,,S
2015,5,US,1,NC,,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,NC,,,,S
2015,5,US,1,LATR,SCAR,,,S
2015,5,US,1,LATR,SCAR,,,S
2015,5,US,1,LATR,,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,KRAME,BRRU,,,S
2015,5,US,1,KRAME,SCAR,,,S
2015,5,US,1,KRAME,SCAR,,,S
2015,5,US,1,AMDU,SCAR,,,S
2015,5,US,1,SCAR,,,,S
2015,5,US,1,SCAR,,,,R
2015,5,US,1,SCAR,,,,L
2015,5,US,1,LATR,SCAR,,,S
2015,5,UN,2,NC,,,,S
2015,5,UN,2,NC,,,,S
2015,5,UN,2,NC,,,,S
2015,5,UN,2,NC,,,,S
2015,5,UN,2,SCAR,,,,S
2015,5,UN,2,SCAR,,,,S
2015,5,UN,2,ASNU,SCAR,,,S
2015,5,UN,2,SCAR,,,,S
2015,5,UN,2,NC,,,,S
2015,5,UN,2,LATR,BRRU,,,S
2015,5,UN,2,SCAR,,,,S
2015,5,UN,2,NC,,,,S
2015,5,UN,2,SCAR,,,,R
2015,5,UN,2,SCAR,,,,S
2015,5,UN,2,NC,,,,R
2015,5,UN,2,NC,,,,R
2015,5,UN,2,NC,,,,S
2015,5,UN,2,NC,,,,S
2015,5,UN,2,NC,,,,L
2015,5,UN,2,AMDU,BRRU,,,L
